schl_nr,buchseite,feld,wert_parser,wert_qwen,wert_mistral,status_parser,einig,korrektur,beleg
00107,39,stadium_2,1946-05-22 Am Lehmberg,1946-05-22 Am Lehmberg,,automatisch,eines,,
00109,40,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
00119,42,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
00124,42,stadtteile,Altenessen-Süd,Altenessen-Süd,Altensessen-Süd,automatisch,eines,,
00125,42,namensgruppe,"Flurname, Hofname","Flurname, Hofname",Hofname,automatisch,eines,,
00125,42,stadium_1,1957-01-23 Am Schlangenberg,1957-01-23 Am Schlangenberg,1965-02-17 Waldthausenbrücke,automatisch,eines,,
00125,42,stadium_2,,,1957-01-23 Am Schlangenberg,automatisch,eines,,
00125,42,stadtteile,Bergerhausen,Bergerhausen,Bergeborbeck,automatisch,eines,,
00128,43,lemma,Am Schultenhof,Am Schultenhof,Am Schultehof,automatisch,eines,,
00128,43,stadium_1_name,Am Schultenhof,Am Schultenhof,Am Schultehof,automatisch,eines,,
00130,48,eintrag,Amselstraße,Amselstraße,,automatisch,eines,,
00132,44,eintrag,Am Stift,Am Stift,,automatisch,eines,,
00134,44,stadium_3_datum,1950-07-05,1950-07-05,1951-03-05,automatisch,eines,,
00134,44,stadium_4_datum,1951-03-05,1951-03-05,1950-07-05,automatisch,eines,,
00134,44,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
00136,45,stadium_1,1953-10-13 Am Treppchen,1953-10-13 Am Treppchen,1918 Am Treppchen,geprueft,eines,,
00139,45,lemma,Am Vogelherd,Am Vogelherd,Am Vogelsang,automatisch,eines,,
00139,45,stadium_1_name,Am Vogelherd,Am Vogelherd,Am Vogelsang,automatisch,eines,,
00145,46,namensgruppe,Lehngut,Lehngut,Lehnsgut,automatisch,eines,,
00146,46,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
00147,47,eintrag,Am Wittkop,Am Wittkop,,automatisch,eines,,
00147,47,stadtteile,Bredeney,Bredenei,,automatisch,eines,,
00148,47,eintrag,Am Wünnesberg,Am Wünnesberg,,automatisch,eines,,
00149,47,lemma,Am Zehnthof,Am Zehnhof,Am Zehnthof,automatisch,eines,,
00149,47,stadium_2,1933-05-08 Am Zehnthof,1933-05-08 Am Zehnhof,1897-11-29 Wisthoffstraße,automatisch,eines,,
00149,47,stadium_2_datum,1933-05-08,1933-05-08,1897-11-29,automatisch,eines,,
00149,47,stadium_2_name,Am Zehnthof,Am Zehnhof,Wisthoffstraße,automatisch,eines,,
00149,47,stadium_3,"(urspr., kein Datum) Eickenscheidterstraße","(urspr., kein Datum) Eickenscheidterstraße","(urspr., kein Datum) Schönscheidtstraße (tlw.)",automatisch,eines,,
00149,47,stadium_3_name,Eickenscheidterstraße,Eickenscheidterstraße,Schönscheidtstraße (tlw.),automatisch,eines,,
00149,47,stadium_3_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
00149,47,stadium_4_name,Am Zehnthof (Verl.),Am Zehnhof (Verl.),Am Zehnthof,automatisch,eines,,
001515,104,eintrag,,,Eilpeweg,,eines,,
00154,48,lemma,An der Bläufabrik,An der Bläufabrik,An der Blaufabrik,automatisch,eines,,
00154,48,stadium_1_name,An der Bläufabrik,An der Bläufabrik,An der Blaufabrik,automatisch,eines,,
00156,49,lemma,An der Fliehburg,An der Fliehburg,An der Flieburg,automatisch,eines,,
00156,49,stadium_1_name,An der Fliehburg,An der Fliehburg,An der Flieburg,automatisch,eines,,
00157,49,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
00161,50,namensgruppe,Essener Geschichte und Örtlichkeit,Essener Geschichte und Örtlichkeit,"Gemeindestraße, Str.-Gr.: Essener Geschichte und Örtlichkeit",automatisch,eines,,
00168,53,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
00170,34,stadtteile,Überruhr-Hinsel,Ürruhr-Hinsel,Überruhr-Hinsel,automatisch,eines,,
00171,52,stadtteile,Bergerhausen,Bergerhausen,Bergeborbeck,automatisch,eines,,
00174,52,lemma,An St. Immakulata,An St. Immaculata,An St. Immakulata,automatisch,eines,,
00175,53,stadium_1_datum,1868-01-17,1868-01-17,1868,automatisch,eines,,
00176,53,namensgruppe,"Essener Geschichte und Örtlichkeit, Kirche und Kloster","Essener Geschichte und Örtlichkeit, Kirche und Kloster","Eßener Geschichte und Örtlichkeit, Kirche und Kloster",automatisch,eines,,
00178,53,stadtteile,Vogelheim,Vogelheim,Bergeborbeck,automatisch,eines,,
00179,54,namensgruppe,"Person, Mann, Deutscher, Lehrer","Person, Mann, Deutscher, Lehrer","Person, Mann",automatisch,eines,,
00179,54,stadium_1,1900-11-06 Schulstraße,1900-11-06 Schulstraße,1937-11-20 Anstockstraße,automatisch,eines,,
00181,54,lemma,Antoniusstraße,Antoniusstraße,Antoniastraße,automatisch,eines,,
00181,54,stadium_1_name,Antoniusstraße,Antoniusstraße,Antoniastraße,automatisch,eines,,
00182,34,eintrag,Am Gerichtshaus - Gerichtshaus Byfang 1916 Am Gerichtshaus,Am Gerichtshaus,,unsicher,eines,,
00182,34,lemma,Am Gerichtshaus - Gerichtshaus Byfang 1916 Am Gerichtshaus,Am Gerichtshaus,,unsicher,eines,,
00183,54,stadium_1_datum,1905,1905,ca. 1905 (nicht normalisierbar),automatisch,eines,,
00184,54,stadium_1,"(urspr., kein Datum) Stolzestraße","(urspr., kein Datum) Stolzestraße",1902-05-16 Archenholzstraße,automatisch,eines,,
00187,54,verweis_auf,Ardeyplatz,Ardeyplatz,,automatisch,eines,,
00190,55,lemma,Arminiusgarten,Arminiushof,Arminiustraße,automatisch,eines,,
00190,55,stadium_2_name,Arminiusgarten,Arminiushof,Arminiustraße,automatisch,eines,,
00193,55,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
00194,55,stadium_1,"(urspr., kein Datum) Asbachtalweg","(urspr., kein Datum) Asbachtalweg",1937-11-20 Asbachtal,automatisch,eines,,
00197,55,stadtteile,Bredeney; Schuir,Bredenei; Schuir,Bredeney; Schuir,automatisch,eines,,
00198,56,eintrag,Askaristraße,Askaristraße,,automatisch,eines,,
00199,56,eintrag,Asthöwerstraße,Asthöwerstraße,,unsicher,eines,,
00200,56,eintrag,Auf dem Bretzberg,Auf dem Bretzberg,,automatisch,eines,,
00202,56,namensgruppe,"Flurname, Familienname","Flurname, Familiennname",Flurname,automatisch,eines,,
00202,56,stadtteile,Bedingrade,Bedingrade,Bediengrad,automatisch,eines,,
00204,56,lemma,Auf dem Holleter,Auf dem Holleter,Auf dem Hollerter,automatisch,eines,,
00204,56,stadium_1_name,Auf dem Holleter,Auf dem Holleter,Auf dem Hollerter,automatisch,eines,,
00205,56,lemma,Auf dem Kolfen,Auf dem Kolfen,Auf dem Kolken,automatisch,eines,,
00205,56,stadium_1_name,Auf dem Kolfen,Auf dem Kolfen,Auf dem Kolken,automatisch,eines,,
00214,57,namensgruppe,"Essener Geschichte und ÖOrtlichkeit, Flurname","Essener Geschichte und Örtlichkeit, Flurname",Essener Geschichte und Örtlichkeit,automatisch,eines,,
002179,243,eintrag,,,Museumsplatz,,eines,,
002220,243,eintrag,,,Naatlandstraße,,eines,,
002221,243,eintrag,,,Nachbarnweg,,eines,,
002222,243,eintrag,,,Nagelstraße,,eines,,
002223,243,eintrag,,,Narjesstraße,,eines,,
002224,243,eintrag,,,Narzissenweg,,eines,,
002225,243,eintrag,,,Nebenbankstraße,,eines,,
002227,243,eintrag,,,Nedelmannstraße,,eines,,
002228,243,eintrag,,,Neißestraße,,eines,,
002229,243,eintrag,,,Nekesweg,,eines,,
002230,243,eintrag,,,Nelkengarten,,eines,,
002231,243,eintrag,,,Netheweg,,eines,,
002233,243,eintrag,,,Nettelnbusch,,eines,,
00224,58,lemma,Aufhau,Aufhau,Aufbau,automatisch,eines,,
00224,58,stadium_1_name,Aufhau,Aufhau,Aufbau,automatisch,eines,,
002244,47,eintrag,,,Am Wolfshof,,eines,,
00225,58,lemma,Auf'm Berg,Auf'm Berg,Aufm Berg,automatisch,eines,,
00225,58,namensgruppe,"Flurname, Hofname","Flurname, Hofname",Flurname,automatisch,eines,,
00225,58,stadium_1_datum,1953-03-03,1953-03-03,1668,automatisch,eines,,
00225,58,stadium_1_name,Auf'm Berg,Auf'm Berg,Aufm Berg,automatisch,eines,,
00225,58,strassenklasse,Gemeindestraße,Gemeindestraße,Flurname; Hofname,automatisch,eines,,
00226,58,lemma,Auf'm Bögel,Auf'm Bögel,Aufm Bögel,automatisch,eines,,
00226,58,stadium_1_name,Auf'm Bögel,Auf'm Bögel,Aufm Bögel,automatisch,eines,,
00227,58,lemma,Auf'm Böntchen,Auf'm Böntchen,Aufm Böntchen,automatisch,eines,,
00227,58,stadium_2_name,Auf'm Böntchen,Auf'm Böntchen,Aufm Böntchen,automatisch,eines,,
00228,58,lemma,Auf'm Bruch,Auf'm Bruch,Aufm Bruch,automatisch,eines,,
00228,58,stadium_1_name,Auf'm Bruch,Auf'm Bruch,Aufm Bruch,automatisch,eines,,
002282,243,eintrag,,,Neptunstraße,,eines,,
002287,243,eintrag,,,Natorpstraße,,eines,,
00229,58,lemma,Auf'm Dörnchen,Auf'm Dörnchen,Aufm Dörnchen,automatisch,eines,,
00229,58,stadium_1_name,Auf'm Dörnchen,Auf'm Dörnchen,Aufm Dörnchen,automatisch,eines,,
00230,58,lemma,Auf'm Gartenstück,Auf'm Gartenstück,Aufm Gartenstück,automatisch,eines,,
00230,58,stadium_1_name,Auf'm Gartenstück,Auf'm Gartenstück,Aufm Gartenstück,automatisch,eines,,
00231,58,lemma,Auf'm Kahr,Auf'm Kahr,Aufm Kahr,automatisch,eines,,
00231,58,stadium_1_name,Auf'm Kahr,Auf'm Kahr,Aufm Kahr,automatisch,eines,,
00232,58,lemma,Auf'm Kirchenland,Auf'm Kirchenland,Aufm Keller,automatisch,eines,,
00232,58,namensgruppe,Flurname,Flurname,"Hofname, Familienname",automatisch,eines,,
00232,58,stadium_1_datum,1959-02-02,1959-02-02,1971-10-20,automatisch,eines,,
00232,58,stadium_1_name,Auf'm Kirchentand,Auf'm Kirchenland,Aufm Keller,automatisch,eines,,
00232,58,stadtteile,Leithe,Leithe,Haarzopf,automatisch,eines,,
00233,58,lemma,Auf'm Rolland,Auf'm Rolland,Aufm Kirchenland,automatisch,eines,,
00233,58,stadium_1_datum,1953-07-31,1953-07-31,1959-02-02,automatisch,eines,,
00233,58,stadium_1_name,Auf'm Rolland,Auf'm Rolland,Aufm Kirchenland,automatisch,eines,,
00233,58,stadtteile,Borbeck-Mitte,Borbeck-Mitte,Leithe,automatisch,eines,,
00234,58,lemma,Auf'm Steinacker,Auf'm Steinacker,Aufm Rolland,automatisch,eines,,
00234,58,stadtteile,Werden,Werden,Borbeck-Mitte,automatisch,eines,,
00235,59,stadium_1,1958-07-02 Auf'm Uhlenbroich,1958-07-02 Auf'm Uhlenbroich,1907-08-06 Helmesberg,geprueft,eines,,
00235,59,stadium_2,,,1958-07-02 Auf'm Uhlenbroich,geprueft,eines,,
00236,59,lemma,Augenerstraße,Augenerstraße,Augenstraße,automatisch,eines,,
00236,59,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1933-08-14,automatisch,eines,,
00236,59,stadium_1_name,Prozessionsweg,Prozessionsweg,Augenstraße,automatisch,eines,,
00236,59,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
00236,59,stadium_2,1933-08-14 Augenerstraße,1933-08-14 Augenerstraße,,automatisch,eines,,
00239,39,eintrag,Am Kunstwerk,Am Kunstwerk,,automatisch,eines,,
00241,40,lemma,Am Luftschacht,Am Luftschaft,Am Luftschacht,automatisch,eines,,
00241,40,stadium_1_name,Am Luftschacht,Am Luftschaft,Am Luftschacht,automatisch,eines,,
00243,27,stadium_2,,,"(urspr., kein Datum) Nach dem Kotten Aldenhof, der hart am sog. Abzweig Katernberg am Katernberger Bach lag",automatisch,eines,,
00243,27,stadium_3,,,"(urspr., kein Datum)",automatisch,eines,,
00243,27,stadium_3_datum,,,"(Fließtext, 173 Zeichen, verworfen) (nicht normalisierbar)",automatisch,eines,,
00243,27,stadium_4_datum,,,Grundherr ist der Offizial Can. Brockhoff in Essen (nicht normalisierbar),automatisch,eines,,
00244,47,eintrag,Am Wolfshof,Am Wolfshof,,automatisch,eines,,
00245,54,lemma,Antoniushang,Antonius hang,Antoniushang,automatisch,eines,,
00245,54,stadium_1_name,Antoniushang,Antonius hang,Antoniushang,automatisch,eines,,
00245,54,verweis_auf,Antoniusstraße,Antoniusstraße,,automatisch,eines,,
00247,34,eintrag,Am Funkturm,Am Funkturm,,automatisch,eines,,
00250,49,eintrag,An der Hütung,An der Hütung,,automatisch,eines,,
002510,41,eintrag,,,Am Reiterhof,,eines,,
002515,74,eintrag,,,Bonsiepen,,eines,,
00254,48,stadtteile,Borbeck-Mitte,Borbeck-Mitte,Bordeck-Mitte,unsicher,eines,,
00262,38,eintrag,Am Kieskamp,Am Kieskamp,,automatisch,eines,,
00263,38,eintrag,Am Kirchhof,Am Kirchhof,,automatisch,eines,,
00265,48,eintrag,Amselweg,Amselweg,,automatisch,eines,,
00266,43,stadium_1_datum,1951-11-13,1951-11-13,1951-11-11,automatisch,eines,,
00267,44,eintrag,Am Stern,Am Stern,,automatisch,eines,,
00272,59,stadtteile,Altenessen-Süd; Stoppenberg,Altensessen-Süd; Stoppenberg,Altendorf-Süd; Stoppenberg,automatisch,eines,,
00274,60,lemma,Baedekerstraße,Baedeckerstraße,Baedekerstraße,automatisch,eines,,
00274,60,stadium_2_name,Baedekerstraße,Baedeckerstraße,Baedekerstraße,automatisch,eines,,
00276,60,stadtteile,Altenessen-Süd,Altenessen-Süd,Altessen-Süd,automatisch,eines,,
00280,61,namensgruppe,"Nummerierungsbezirk, Rittersitz","Nummerierungsbezirk, Rittersitz","Nummerierungsbezirk, Ritteritz",automatisch,eines,,
00281,61,namensgruppe,"Person, Mann, Deutscher, Meteorologe, Ballonfahrer","Person, Mann, Deutscher, Meteorologe, Ballonfahrer","Person, Mann",geprueft,eines,,
00282,61,namensgruppe,"Person, Mann, Deutscher, Architekt, Bildhauer, Maler","Person, Mann, Deutscher, Architekt, Bildhauer, Maler","Person, Mann",automatisch,eines,,
00284,61,stadium_1_name,Barbarastraße,Barbarastrasse,Barbarastraße,automatisch,eines,,
00285,61,lemma,Barbarastraße,Barbarastrasse,Barbarastraße,automatisch,eines,,
00285,61,stadium_1_name,Barbarastaße,Barbarastaße,Barbarastraße,automatisch,eines,,
00286,61,namensgruppe,"Person, Mann, Kaiser,Platz","Person, Mann, Kaiser,Platz","Person, Mann",geprueft,eines,,
00286,61,stadium_1_name,Marktplatz,Marktplatz,Kaiserplatz,geprueft,eines,,
00287,61,namensgruppe,"Person, Mann, Deutscher, Professor, Mediziner, Chirurg","Person, Mann, Deutscher, Professor, Mediziner, Chirurg","Person, Mann",automatisch,eines,,
00290,62,stadium_1_name,Barkhofenallee,Barkhofenallee,Barkhofallee,automatisch,eines,,
00291,62,stadium_1,"(urspr., kein Datum) Augustinusstraße","(urspr., kein Datum) Augustinusstraße",1902-05-16 Barthel-Bruyn-Straße,automatisch,eines,,
00292,62,namensgruppe,Lehngut,Lehngut,Lehnsgut,automatisch,eines,,
00293,63,stadium_1,"(urspr., kein Datum) Am Hochbassin","(urspr., kein Datum) Am Hochbassin",1868-01-17 Bassinstraße,automatisch,eines,,
00294,63,stadtteile,Altenessen-Nord,Altenessen-Nord,Altensen-Nord,automatisch,eines,,
00296,63,lemma,Baumblüte,Baumbüte,Baumblüte,automatisch,eines,,
00296,63,stadium_2_name,Baumblüte,Baumbüte,Baumblüte,automatisch,eines,,
00296,63,stadtteile,Bredeney,Bredenev,Bredeney,automatisch,eines,,
00298,65,lemma,Behaimring,Behaimring,Behamring,automatisch,eines,,
00298,65,stadium_1_name,Behaimring,Behaimring,Behamring,automatisch,eines,,
00299,68,eintrag,Berliner Platz,Berliner Platz,,automatisch,eines,,
00300,63,verweis_auf,Dreilindenstraße,Dreilindenstraße,,automatisch,eines,,
00301,63,stadtteile,Altenessen-Nord,Altenessen-Nord,Altensen-Nord,automatisch,eines,,
00303,63,stadtteile,Bergerhausen,Bergerhausen,Bergeborbeck,automatisch,eines,,
00304,64,namensgruppe,"Flurname, Familienname","Flurname, Familienname","Flurname, Familienname, urspr.: Beckerskamp",automatisch,eines,,
00304,64,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1969-01-15,automatisch,eines,,
00304,64,stadium_1_name,Beckerskamp,Beckerskamp,Beckerskamp (Verl.),automatisch,eines,,
00304,64,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
00304,64,stadium_2,1969-01-15 Beckerskamp (Vert.),1969-01-15 Beckerskamp (Verl.),,automatisch,eines,,
00304,64,stadium_2_name,Beckerskamp (Vert.),Beckerskamp (Verl.),,automatisch,eines,,
00305,64,lemma,Beckhansweg,Beckhansweg,Beckansweg,automatisch,eines,,
00305,64,stadium_2_name,Beckhansweg,Beckhansweg,Beckansweg,automatisch,eines,,
00306,64,stadium_1_name,Adelskamp,Adelkamp,Adelskamp,automatisch,eines,,
00306,64,stadtteile,Bredeney,Bredeneey,Bredeney,automatisch,eines,,
00308,64,lemma,Beckstädtstraße,Beckstädtstraße,Beckstädter Straße,automatisch,eines,,
00308,64,stadium_2_name,Beckstädtstraße,Beckstädtstraße,Beckstädter Straße,automatisch,eines,,
00310,64,lemma,Beckumsfeld,Beckumfeld,Beckumsfeld,automatisch,eines,,
00310,64,stadium_2_name,Beckumsfeld,Beckumfeld,Beckumsfeld,automatisch,eines,,
00311,64,stadium_2,,,1937-11-20 Bedastraße,automatisch,eines,,
00313,64,lemma,Beekerwerth,Beeperwerth,Beekerwerth,automatisch,eines,,
00314,65,lemma,Beekmannstraße,Beekmannstraße,Beeckmannstraße,automatisch,eines,,
00314,65,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1910-09-16,automatisch,eines,,
00314,65,stadium_1_name,Bismarckstraße,Bismarckstraße,Beeckmannstraße,automatisch,eines,,
00314,65,stadium_1_urspruenglich,wahr,wahr,falsch,automatisch,eines,,
00314,65,stadium_2,1910-09-16 Beekmannstraße,1910-09-16 Beekmannstraße,,automatisch,eines,,
00314,65,verweis_auf,,,Spiekermannstraße,automatisch,eines,,
00315,65,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",1900-05-04,automatisch,eines,,
00315,65,stadium_2_datum,1900-05-04,1900-05-04,1915-07-09,automatisch,eines,,
00315,65,stadium_3,1915-07-09 Beethovenstraße (Verl.),1915-07-09 Beethovenstraße (Verl.),,automatisch,eines,,
00316,68,stadium_2,,,1859-08-06 Joseph Arthur Stanislaus Berson (auch: Joseph Arthur Stanislaus Berson),automatisch,eines,,
00317,65,eintrag,,,Beisekampsfurt,,eines,,
00318,65,stadium_2_name,Alfred-Schröer-Straße,Alfred-Schröer-Straße,Alfred-Schröder-Straße,automatisch,eines,,
00318,65,stadium_3_name,Beisenstraße (Verl.),Beisenstraße (Verl.),Beisenstraße,automatisch,eines,,
00319,65,stadium_2,,,"(urspr., kein Datum) An Beiseweg",automatisch,eines,,
00320,65,verweis_auf,Peterstraße,Peterstraße,,automatisch,eines,,
00326,66,stadium_1_name,Rausenbergerstraße (tlw.),Rausenbergerstraße (tlw.),Rausenbergstraße (tlw.),automatisch,eines,,
00326,66,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
003265,110,eintrag,,,Erzstraße,,eines,,
00327,66,stadtteile,Bredeney,Bredenei,Bredeney,automatisch,eines,,
00328,66,lemma,Bergbaustraße,Bergbaustraße,Bergbauaue,automatisch,eines,,
00328,66,stadium_2_name,Viktoriastraße (tlw.),Viktoriastraße (tlw.),Viktoriastraße,automatisch,eines,,
00328,66,stadium_3_name,Bergbaustraße,Bergbaustraße,Bergbauaue,automatisch,eines,,
00328,66,stadium_5_name,Bergbaustraße (Verl.),Bergbaustraße (Verl.),Bergbauaue (Verl.),automatisch,eines,,
00328,66,stadium_6_name,Bergbaustraße (Verl.),Bergbaustraße (Verl.),Bergbauaue (Verl.),automatisch,eines,,
00331,66,verweis_auf,Bergheimer Straße,Bergheimer Straße,,geprueft,eines,,
00336,67,stadtteile,Bochold,Bochold,Bocholz,automatisch,eines,,
00337,67,stadtteile,Bochold,Bochold,Bocholz,automatisch,eines,,
00337,67,verweis_auf,Bergmühle,Bergmühle,,automatisch,eines,,
00338,311,stadium_1,1889-10-16 Bergstraße,1889-10-16 Bergstraße,1937-07-15 Bergerhof,automatisch,eines,,
00342,68,eintrag,Berliner Straße,Berliner Straße,,automatisch,eines,,
00343,68,eintrag,Bernestraße,Bernestraße,,automatisch,eines,,
00344,68,eintrag,Bernhardstraße,Bernhardstraße,,automatisch,eines,,
00345,68,lemma,Berswortschanze,Berswortschanze,Berswordtstraße,automatisch,eines,,
00345,68,stadium_2_name,Berswortschanze,Berswortschanze,Berswordtstraße,automatisch,eines,,
00345,68,stadium_3,,,"(urspr., kein Datum) Adrian von Berswordt (Berswordt)",automatisch,eines,,
00348,69,stadium_1_name,Frohnhauser Straße (tlw.),Frohnhauser Straße (tlw.),Frohnhauser Straße,automatisch,eines,,
00349,69,stadium_1_datum,"(urspr., kein Datum)","(urspr., kein Datum)",urspr.: Martinstraße (nicht normalisierbar),automatisch,eines,,
00349,69,stadium_1_name,Martinstraße,Martinstraße,,automatisch,eines,,
00350,69,stadium_1_name,Schraeplerstraße (tlw.),Schraeplerstraße (tlw.),Schraeperstraße (tlw.),automatisch,eines,,
00350,69,stadtteile,Bergeborbeck,Borgeborbeck,Bergeborbeck,automatisch,eines,,
00352,69,lemma,Beulenhof,Beulenhof,Beulenerhof,automatisch,eines,,
00352,69,stadium_2_name,Beulenhof,Beulenhof,Beulenerhof,automatisch,eines,,
003561,53,eintrag,,,Angelikastraße,,eines,,
003562,53,eintrag,,,Anemonenweg,,eines,,
00357,70,namensgruppe,"Gemeindestraße, Stadt und Ort, Siedlung","Gemeindestraße, Stadt und Ort, Siedlung",Stadt und Ort,unsicher,eines,,
00357,70,stadtteile,Bedingrade; Geschede,Bedingrade; Geschede,Bedingrade; Gerschede,unsicher,eines,,
00357,70,strassenklasse,,,Gemeindestraße; Siedlung,unsicher,eines,,
003601,32,eintrag,,,Am Bilstein,,eines,,
003631,65,eintrag,,,Beetstraße,,eines,,
00364,80,verweis_auf,Breukelmannhof,Breukelmannhof,,automatisch,eines,,
003652,26,eintrag,,,Akademiestraße,,eines,,
00367,71,lemma,Bischoffstraße,Bischoffstraße,Bischofsstraße,automatisch,eines,,
00367,71,stadium_3_name,Bischoffstraße,Bischoffstraße,Bischofsstraße,automatisch,eines,,
00367,71,stadtteile,Altenessen-Nord; Süd,Altenessen-Nord; Süd,Altenessen-Nord; Altenessen-Süd,automatisch,eines,,
